,Tópico 0,Tópico 1,Tópico 2
doc1_politica_gobierno_datos.pdf,0.011436674810022146,0.011324513975115727,0.9772388112148621
doc2_procedimiento_atencion_usuarios.pdf,0.04209218705586105,0.912821592672334,0.045086220271804985
doc3_reporte_trimestral_operacion.pdf,0.04260233557121882,0.045197192278159465,0.9122004721506217
doc4_manual_terminos_servicio.pdf,0.04260233524721368,0.0451971894933132,0.9122004752594731
doc5_preguntas_frecuentes_internas.pdf,0.04260233563344051,0.04519719286366433,0.9122004715028952
